p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
LAPTM4B2	3.43146919642077e-41	0.354972105655241	0.554	0.163	7.91399740770523e-37	Cancer stem cells	LAPTM4B
EPS8	4.66253044335829e-41	0.333916383715631	0.429	0.109	1.07531939615172e-36	Cancer stem cells	EPS8
CCNL1	4.8737049458323e-41	0.404652968594411	0.536	0.161	1.1240225716573e-36	Cancer stem cells	CCNL1
NDUFB4	1.14664876212698e-40	0.383175827003766	0.631	0.212	2.64451604009345e-36	Cancer stem cells	NDUFB4
IL6ST1	1.72288695182745e-40	0.286512647925792	0.417	0.102	3.97349417699965e-36	Cancer stem cells	IL6ST
SECISBP2	2.51341496633322e-40	0.254079986297487	0.327	0.068	5.79668893685431e-36	Cancer stem cells	SECISBP2
TSPAN32	3.46216201976588e-40	0.428324850203673	0.619	0.21	7.98478426618605e-36	Cancer stem cells	TSPAN3
GUK12	1.36272583960319e-39	0.948160275538533	0.726	0.35	3.14285460387684e-35	Cancer stem cells	GUK1
FAM127B	2.50793834280754e-39	0.268295961490462	0.351	0.078	5.78405820001702e-35	Cancer stem cells	FAM127B
NAPA	1.0242985989617e-38	0.302207777190226	0.464	0.127	2.36233985878537e-34	Cancer stem cells	NAPA
MPC2	3.23118471356063e-38	0.251202032201205	0.369	0.086	7.45208130488487e-34	Cancer stem cells	MPC2
LYPLA1	4.41632853748055e-38	0.318918210927373	0.56	0.172	1.01853785059914e-33	Cancer stem cells	LYPLA1
ATP6V1B2	7.46209937996647e-38	0.295911446792963	0.464	0.129	1.72098398000167e-33	Cancer stem cells	ATP6V1B2
RAB18	1.03633380470698e-37	0.251861017650795	0.357	0.082	2.39009665379572e-33	Cancer stem cells	RAB18
BAG1	1.2267006061074e-37	0.272247598533395	0.375	0.09	2.8291396078655e-33	Cancer stem cells	BAG1
VPS35	1.27590354653075e-37	0.258162470597393	0.369	0.088	2.94261634936387e-33	Cancer stem cells	VPS35
SELT	3.01643000909285e-37	0.266350535601127	0.393	0.098	6.95679252997085e-33	Cancer stem cells	SELT
MT-ATP81	3.24772267179996e-37	0.66446805561371	0.982	0.887	7.49022279797224e-33	Cancer stem cells	MT-ATP8
SRSF10	1.41925271535374e-36	0.258615814074912	0.405	0.104	3.27322253742033e-32	Cancer stem cells	SRSF10
TBCB	1.76654902809393e-36	0.337144794460386	0.488	0.146	4.07419202349303e-32	Cancer stem cells	TBCB
MALAT13	2.61202416151214e-36	0.724825531309787	0.982	0.943	6.02411132369545e-32	Cancer stem cells	MALAT1
JMJD1C	5.02906972492073e-36	0.265783369665757	0.357	0.086	1.15985435065847e-31	Cancer stem cells	JMJD1C
C7orf73	9.13610675117599e-36	0.278731814221075	0.387	0.099	2.10706030002372e-31	Cancer stem cells	C7orf73
SMARCB1	4.86360505885483e-35	0.254533261216482	0.363	0.089	1.12169323472369e-30	Cancer stem cells	SMARCB1
MAP1LC3B	7.29168763208386e-35	0.439765063808511	0.524	0.179	1.6816819185875e-30	Cancer stem cells	MAP1LC3B
RWDD1	1.63166757449075e-34	0.292182029650848	0.476	0.142	3.76311492704803e-30	Cancer stem cells	RWDD1
RPN2	2.65556587760843e-34	0.322915502475047	0.488	0.152	6.12453158352831e-30	Cancer stem cells	RPN2
NAA38	6.73178437703881e-34	0.292060631851512	0.458	0.135	1.55255143087646e-29	Cancer stem cells	NAA38
LUC7L3	1.34931622716505e-33	0.279413287468648	0.381	0.101	3.11192801471077e-29	Cancer stem cells	LUC7L3
H3F3A1	1.38485266641985e-33	0.524676493489996	0.929	0.807	3.19388570456409e-29	Cancer stem cells	H3F3A
ORMDL1	2.99015068342697e-33	0.265081059829515	0.357	0.091	6.89618452118763e-29	Cancer stem cells	ORMDL1
STAT31	3.2718684926414e-33	0.367782788477208	0.488	0.159	7.54591030457886e-29	Cancer stem cells	STAT3
ESD	4.15428309463082e-33	0.29714184707694	0.44	0.128	9.58102310114707e-29	Cancer stem cells	ESD
KMT2E1	1.46965105686956e-31	0.279446028577686	0.476	0.149	3.38945623245827e-27	Cancer stem cells	KMT2E
ERH1	4.96655624134536e-31	0.353929377446404	0.631	0.252	1.14543686594148e-26	Cancer stem cells	ERH
ATP6V0B1	5.01880278726332e-31	0.387443622585773	0.631	0.255	1.15748648682654e-26	Cancer stem cells	ATP6V0B
N4BP2L2	1.69139135691521e-30	0.310123441294852	0.464	0.149	3.90085588645354e-26	Cancer stem cells	N4BP2L2
EID1	3.4523524397386e-30	0.396884304208332	0.696	0.314	7.96216043176914e-26	Cancer stem cells	EID1
HNRNPA2B12	5.04757147254018e-30	0.46799593701778	0.81	0.422	1.16412140871194e-25	Cancer stem cells	HNRNPA2B1
UQCC2	1.72704396819488e-29	0.277299008808631	0.44	0.138	3.98308150384785e-25	Cancer stem cells	UQCC2
LDHA1	4.64508066851179e-29	0.485076272401996	0.893	0.673	1.07129495457888e-24	Cancer stem cells	LDHA
SHISA5	6.87251991503397e-29	0.280329393021506	0.321	0.085	1.58500926800428e-24	Cancer stem cells	SHISA5
APLP21	1.23781422591718e-28	0.283493193432405	0.429	0.134	2.85477094923278e-24	Cancer stem cells	APLP2
SEP15	7.45541628987031e-28	0.263431031269122	0.458	0.153	1.71944265893279e-23	Cancer stem cells	SEP15
GPR137B	8.93189822710203e-28	0.270242583543989	0.435	0.139	2.05996368811654e-23	Cancer stem cells	GPR137B
TPI12	2.53828778706866e-27	0.501159061780533	0.863	0.629	5.85405312331644e-23	Cancer stem cells	TPI1
TECR	3.36553706502999e-27	0.311546834781796	0.44	0.151	7.76193813307867e-23	Cancer stem cells	TECR
EIF1AX	1.20727777840469e-26	0.272048756451135	0.518	0.188	2.78434474033474e-22	Cancer stem cells	EIF1AX
SON	5.96015687116085e-26	0.285514089191708	0.512	0.19	1.37459097919583e-21	Cancer stem cells	SON
HSP90AA12	9.54799783210258e-26	0.360748644860855	0.964	0.839	2.20205474001782e-21	Cancer stem cells	HSP90AA1
HNRNPC	2.09635387030311e-25	0.342030650230369	0.685	0.318	4.83482093108007e-21	Cancer stem cells	HNRNPC
ATPIF1	2.33002169569253e-25	0.332644187397802	0.589	0.245	5.37372903677569e-21	Cancer stem cells	ATPIF1
COX6A1	7.28494047341995e-25	0.464162491142701	0.726	0.409	1.68012582138484e-20	Cancer stem cells	COX6A1
SARAF1	7.62065716098186e-25	0.310363571958656	0.708	0.325	1.75755216103725e-20	Cancer stem cells	SARAF
LBH1	1.07007388342348e-24	0.422724107324377	0.304	0.088	2.46791139733958e-20	Cancer stem cells	LBH
SLC25A4	2.31716360261052e-24	0.257401679039667	0.393	0.128	5.34407441670065e-20	Cancer stem cells	SLC25A4
SF11	9.84100699131407e-24	0.329405638050303	0.512	0.204	2.26963144240676e-19	Cancer stem cells	SF1
ARGLU1	3.5404681681072e-23	0.267346265987945	0.304	0.089	8.16538173610564e-19	Cancer stem cells	ARGLU1
CALM21	5.5979438173942e-23	0.384465023018268	0.845	0.566	1.29105378260562e-18	Cancer stem cells	CALM2
ANP32A	1.14551629795238e-22	0.263011542128246	0.429	0.154	2.64190423796758e-18	Cancer stem cells	ANP32A
SEPW13	4.3616750263566e-22	0.336808587295613	0.661	0.322	1.00593311132862e-17	Cancer stem cells	SEPW1
PSMB1	5.44047099595418e-22	0.260260455547091	0.506	0.202	1.25473582579691e-17	Cancer stem cells	PSMB1
COTL12	7.54883980732928e-22	0.304900770561147	0.375	0.124	1.74098892476435e-17	Cancer stem cells	COTL1
NUCKS11	1.07843206797373e-21	0.273524839401748	0.446	0.169	2.48718787836782e-17	Cancer stem cells	NUCKS1
ATP5A1	1.48448124335932e-21	0.300804686819	0.643	0.31	3.4236590915596e-17	Cancer stem cells	ATP5A1
COX7A2	2.6147805588878e-21	0.348207780652266	0.685	0.36	6.03046840296294e-17	Cancer stem cells	COX7A2
NDUFC1	3.63622621757901e-21	0.269667470539744	0.542	0.232	8.38622852560248e-17	Cancer stem cells	NDUFC1
DUSP13	8.0083208915758e-21	0.270515737436278	0.482	0.186	1.84695904722413e-16	Cancer stem cells	DUSP1
GRINA2	9.65234262897329e-21	0.251997139271302	0.685	0.299	2.22611978052011e-16	Cancer stem cells	GRINA
ANAPC16	1.5101592291721e-20	0.290697150460024	0.476	0.196	3.48288023023962e-16	Cancer stem cells	ANAPC16
HMGN3	1.52071474007052e-20	0.273587350605375	0.5	0.208	3.50722440502464e-16	Cancer stem cells	HMGN3
CNBP1	2.14980261598546e-20	0.297469719656849	0.637	0.304	4.95808977324726e-16	Cancer stem cells	CNBP
SRSF5	6.2194032464087e-20	0.26758549871559	0.548	0.24	1.43438097071924e-15	Cancer stem cells	SRSF5
PGK1	8.82154985339696e-19	0.270813766289463	0.625	0.296	2.03451404268894e-14	Cancer stem cells	PGK1
UQCR10	7.65598316206957e-18	0.286497298781576	0.649	0.337	1.7656993966681e-13	Cancer stem cells	UQCR10
MT-ND41	2.71309254342779e-17	0.384996514460138	0.988	0.933	6.25720533290751e-13	Cancer stem cells	MT-ND4
HNRNPK	8.3588007547311e-17	0.266410763258167	0.607	0.306	1.92779021806363e-12	Cancer stem cells	HNRNPK
WSB11	1.70108743859515e-16	0.251577285506857	0.53	0.249	3.92321795963199e-12	Cancer stem cells	WSB1
HSBP1	2.10343025607059e-16	0.250378576626162	0.458	0.205	4.8511411995756e-12	Cancer stem cells	HSBP1
DYNLL1	6.47378282847832e-16	0.323545536034603	0.667	0.393	1.49304853373196e-11	Cancer stem cells	DYNLL1
ATP6V0C1	1.74268150109416e-15	0.316604272979618	0.643	0.371	4.01914634597346e-11	Cancer stem cells	ATP6V0C
HNRNPF	3.63231796153392e-15	0.254214960782323	0.512	0.249	8.37721491468569e-11	Cancer stem cells	HNRNPF
CHCHD101	7.45951713151431e-15	0.254489009863781	0.637	0.328	1.72038843604115e-10	Cancer stem cells	CHCHD10
CIRBP	3.32788791946857e-14	0.255734037254829	0.905	0.753	7.67510790867037e-10	Cancer stem cells	CIRBP
YBX11	4.17096544711327e-14	0.370055035680109	0.845	0.73	9.61949761067734e-10	Cancer stem cells	YBX1
MYL63	7.51035536380778e-13	0.368044873354797	0.786	0.745	1.73211325755499e-08	Cancer stem cells	MYL6
MT-ND4L1	9.6437433075028e-13	0.308518141082184	0.994	0.917	2.22413651900937e-08	Cancer stem cells	MT-ND4L
MAT2A	1.97146135251555e-12	0.326858277280323	0.387	0.185	4.54678131730662e-08	Cancer stem cells	MAT2A
EGR12	1.41273183231354e-05	0.297203123302026	0.44	0.281	0.325818342486473	Cancer stem cells	EGR1
ROM11	3.54516180912725e-290	0.488175653016549	0.273	0.007	8.17620668039018e-286	Melanocyte cells	ROM1
RCVRN1	7.40008480148926e-255	0.897976484579901	0.288	0.009	1.70668155776747e-250	Melanocyte cells	RCVRN
XIST	8.75165877462315e-142	1.03721678695889	0.64	0.08	2.01839506319134e-137	Melanocyte cells	XIST
PRUNE21	4.12219261202489e-102	0.647072850203006	0.518	0.068	9.507012821113e-98	Melanocyte cells	PRUNE2
GOLGA8B	6.05798164279362e-102	0.303936152226106	0.252	0.017	1.39715230627749e-97	Melanocyte cells	GOLGA8B
AHI11	1.0910204951582e-62	0.364486068694603	0.288	0.033	2.51622056798335e-58	Melanocyte cells	AHI1
UNC1191	5.5095028849907e-51	0.390638049923587	0.259	0.033	1.2706566503654e-46	Melanocyte cells	UNC119
DDX171	1.03316678634043e-49	0.728662875787098	0.568	0.157	2.38279255933692e-45	Melanocyte cells	DDX17
MALAT14	5.93366997834839e-47	1.82154221834087	1	0.943	1.36848230710649e-42	Melanocyte cells	MALAT1
N4BP2L21	2.8342144307634e-45	0.639940677982568	0.54	0.149	6.53654874166962e-41	Melanocyte cells	N4BP2L2
PLCB4	3.42654248323609e-45	0.273589634167489	0.252	0.034	7.90263492908741e-41	Melanocyte cells	PLCB4
KCNQ1OT1	5.08460436696757e-42	0.566037460308732	0.302	0.053	1.17266230515373e-37	Melanocyte cells	KCNQ1OT1
NKTR	4.83177092928135e-38	0.263146125433157	0.281	0.048	1.11435132942016e-33	Melanocyte cells	NKTR
LONP2	1.11050007830656e-35	0.709058783513634	0.489	0.151	2.56114633059842e-31	Melanocyte cells	LONP2
SREK1	8.74478402260787e-35	0.318004074610473	0.295	0.057	2.01680953913405e-30	Melanocyte cells	SREK1
WSB12	3.3274246515794e-32	0.741013492656262	0.604	0.248	7.67403947393756e-28	Melanocyte cells	WSB1
MIR3142HG	1.0736194366415e-31	0.316214064977113	0.259	0.048	2.4760885067263e-27	Melanocyte cells	MIR3142HG
ARGLU11	3.64512548513354e-31	0.352948689720261	0.36	0.089	8.40675290636349e-27	Melanocyte cells	ARGLU1
PLEKHA5	1.70665930217735e-30	0.506769427511881	0.453	0.139	3.93606834861163e-26	Melanocyte cells	PLEKHA5
PNISR1	2.17801455289542e-29	0.362546623556609	0.374	0.099	5.0231549633427e-25	Melanocyte cells	PNISR
GABPB1-AS1	1.69708420497297e-28	0.364756428046354	0.252	0.051	3.91398530192916e-24	Melanocyte cells	GABPB1-AS1
SRSF11	3.05581665359954e-27	0.515231456649026	0.446	0.149	7.04762994819662e-23	Melanocyte cells	SRSF11
CHD91	3.66776175562821e-26	0.310508734336338	0.309	0.075	8.45895893700533e-22	Melanocyte cells	CHD9
ABCB5	6.60120481702395e-26	0.518902257495647	0.446	0.15	1.52243586695023e-21	Melanocyte cells	ABCB5
CPEB2	3.74074353144641e-24	0.448431495479422	0.367	0.112	8.62727680657486e-20	Melanocyte cells	CPEB2
RBM391	4.54286325947843e-23	0.419816550388261	0.504	0.199	1.04772055353351e-18	Melanocyte cells	RBM39
NEAT13	1.38841166058971e-22	1.53624876824176	0.633	0.408	3.20209381281805e-18	Melanocyte cells	NEAT1
ZNF207	7.60078013029793e-22	0.372278951362634	0.353	0.11	1.75296792145061e-17	Melanocyte cells	ZNF207
LUC7L31	5.81740597820019e-21	0.350177222987574	0.331	0.101	1.34166834075231e-16	Melanocyte cells	LUC7L3
CDH19	2.25674020573497e-20	0.343644953029284	0.302	0.087	5.20471993648655e-16	Melanocyte cells	CDH19
SLC25A36	4.78073682191217e-20	0.260259486101607	0.259	0.067	1.1025813332376e-15	Melanocyte cells	SLC25A36
RBM25	1.4658689593883e-19	0.304667483730511	0.36	0.12	3.38073358103724e-15	Melanocyte cells	RBM25
RASGRP3	3.2863706711784e-19	0.464257047191072	0.345	0.118	7.57935667893875e-15	Melanocyte cells	RASGRP3
ZEB2	4.42566127424438e-18	0.463658569002486	0.36	0.128	1.02069025967898e-13	Melanocyte cells	ZEB2
IL6ST2	1.28136601223592e-17	0.280854360350106	0.317	0.102	2.95521443401971e-13	Melanocyte cells	IL6ST
TYRP11	3.14165957147341e-17	0.351847183114757	0.813	0.434	7.24560946968913e-13	Melanocyte cells	TYRP1
OSTM1	9.76480452710994e-17	0.334544339652724	0.353	0.129	2.25205686808737e-12	Melanocyte cells	OSTM1
PDLIM32	2.26696620080647e-16	0.50092879314223	0.338	0.123	5.22830414891997e-12	Melanocyte cells	PDLIM3
TRPM11	2.50370436826636e-16	0.509769493392866	0.453	0.206	5.77429338453272e-12	Melanocyte cells	TRPM1
SON1	2.6329185117955e-16	0.385529202705812	0.439	0.191	6.07229996375396e-12	Melanocyte cells	SON
TYR	6.93599235515099e-16	0.325575696066701	0.353	0.131	1.59964791686847e-11	Melanocyte cells	TYR
NR4A3	2.75819036101968e-15	0.422970509604219	0.403	0.17	6.3612144296197e-11	Melanocyte cells	NR4A3
JMJD1C1	4.08928918661973e-15	0.303848821173496	0.266	0.086	9.43112765110108e-11	Melanocyte cells	JMJD1C
TEX411	5.0849366458036e-15	0.52383372339543	0.475	0.236	1.17273893862169e-10	Melanocyte cells	TEX41
SRSF51	9.60819345275862e-14	0.371767931251199	0.475	0.24	2.21593765600972e-09	Melanocyte cells	SRSF5
C10orf11	8.51954858292457e-13	0.257975216858957	0.309	0.12	1.96486348967989e-08	Melanocyte cells	C10orf11
SF3B1	3.02491543218517e-12	0.26371423990173	0.324	0.132	6.97636246124865e-08	Melanocyte cells	SF3B1
SOS1	9.93391627503548e-12	0.376142437151983	0.317	0.134	2.29105911051143e-07	Melanocyte cells	SOS1
HMGN12	8.63685295775681e-11	0.407954295894583	0.511	0.294	1.99191739764745e-06	Melanocyte cells	HMGN1
PMEL1	3.76816727027822e-10	0.300046655723088	0.835	0.593	8.69052417544265e-06	Melanocyte cells	PMEL
CCNL11	4.19796945835615e-09	0.328739535411986	0.331	0.162	9.68177696180678e-05	Melanocyte cells	CCNL1
HNRNPA2B13	5.68930513283824e-09	0.351372480586665	0.59	0.423	0.000131212444278648	Melanocyte cells	HNRNPA2B1
MAT2A1	1.01371217710484e-07	0.30142043744864	0.353	0.185	0.0023379243940569	Melanocyte cells	MAT2A
FUS1	1.17479697319574e-07	0.296047451374213	0.417	0.249	0.00270943425928134	Melanocyte cells	FUS
MT-ATP82	4.30854803245531e-07	0.405015729402381	0.928	0.887	0.00993680432725169	Melanocyte cells	MT-ATP8
STAT32	8.74727481607958e-07	0.271420055776311	0.302	0.159	0.0201738399083243	Melanocyte cells	STAT3
SF12	7.51663417319236e-06	0.300573226866148	0.331	0.205	0.173356133936335	Melanocyte cells	SF1
MITF1	7.53036005763952e-05	0.282756888374855	0.489	0.355	1	Melanocyte cells	MITF
